id,Ground Truth,OCR Text,CER
758,"I have only been too sensible to them—but I will not dwell on that theme, nor run the risk of exciting a passion which must destroy you. I will ask you to hate me—to regard me as a monster whom you ought to shun rather than as a being for whom you should entertain the slightest sympathy.” “You have some motive in saying this to me,” cried the terrified girl.","I have only been too sensible to them—but I will not dwell on that theme, nor run the risk of exciting a passion which must destroy you. I will ask you to hate me—to regard me as a monster whom yon ought to shun rather than as a being for whom you should entertain the slightest sympathy.” “ You have some motive in saying this to me,” cried the terrified girl.",0.00554016620498615
759,"“My motive is to warn you,” said Auriol.","“ My motive is to warn you,” said Auriol.",0.024390243902439025
760,"“If you love me, you are lost—utterly lost!” She was so startled, that she could make no reply, but burst into tears.","“If you love me, you are lost—utterly lost!” She was so startled, that she could make no reply, but burst into tears.",0.0
761,"Auriol took her hand, which she unresistingly yielded.","Auriol took her hand, which she untesistingly yielded.",0.018518518518518517
762,"“A terrible fatality attaches to me, in which you must have no share,” he said, in a solemn tone.","“ A terrible fatality attaches to me, in which you must have no share,” he said, in a solemn tone.",0.01020408163265306
763,"“Would you had never come to my father’s house!” she exclaimed, in a voice of anguish.","“ Would you had never come to my father’s house !” she exclaimed, in a voice of anguish.",0.022727272727272728
764,"“Is it, then, too late?” cried Auriol despairingly.","“ Ts it, then, too late?” cried Auriol, despairingly.",0.05660377358490566
765,"“It is—if to love you be fatal,” she rejoined.","“ Tt is—if to love you be fatal,” she rejoined.",0.0425531914893617
766,"“Ha!” exclaimed Auriol, striking his forehead with his clenched hand.","“ Ha!” exclaimed Auriol, striking his forehead with his clenched hand.",0.014285714285714285
767,"“Recall your words—Ebba—recall them—but no, once uttered—it is impossible.","“ Reeal your words—Ebba—recal them —but no, once uttered—it is impossible.",0.06578947368421052
768,You are bound to me for ever.,You are bound to me for ever.,0.0
769,"I must fulfil my destiny.” At this juncture a low growl broke from the dog, and, guided by the sound, the youthful couple beheld, standing near the gate, the tall dark man in the black cloak.","I must fulfil my destiny.” At this juncture a low growl broke from the dog, and, guided by the sound, the youthful couple beheld, standing near the gate, the tall dark man in the black cloak.",0.0
770,A fiendish smile sat upon his countenance.,A fiendish smile sat upon his countenance.,0.0
771,“That is the man who frightened me!” cried Ebba.,“ That is the man who frightened me !” cried Ebba.,0.04
772,“It is the person I supposed!” ejaculated Auriol.,“Jt is the person I supposed!” ejaculated Auriol.,0.02040816326530612
773,“I must speak to him.,“I must speak to him.,0.0
774,"Leave me, Ebba.","Leave me, Ebba.",0.0
775,"I will join you presently.” And as the girl, half sinking with apprehension, withdrew, he advanced quickly towards the intruder.","I will join you presently.” And as the girl, half sinking with apprehension, withdrew, he advanced quickly towards the intruder.",0.0
776,"“I have sought you for some days,” said the tall man, in a stern, commanding voice.","“Thave sought you for some days,” said the tall man, in a stern, commanding voice.",0.024096385542168676
777,"“You have not kept your appointment with me.” “I could not,” replied Auriol—“an accident has befallen me.” “I know it,” rejoined the other.","‘ You have not kept your appointment with me.” “T could not,” replied Auriol— an accident has befallen me.” “J know it,” rejoined the other.",0.03571428571428571
778,“I am aware you were assailed by ruffians in the ruined house over the way.,“I am aware you were assailed by ruffians in the ruined house over the way.,0.0
779,"But you are recovered now, and can go forth.","But you are recovered now, and can go forth.",0.0
780,"You ought to have communicated with me.” “It was my intention to do so,” said Auriol.","You ought to have communicated with me.” “ Tt was my intention to do so,” said Auriol.",0.023255813953488372
781,"“Our meeting cannot be delayed much longer,” pursued the stranger.","“ Our meeting cannot be delayed much longer,” pursued the stranger.",0.014925373134328358
782,“I will give you three more days.,“I will give you three more days.,0.0
783,"On the evening of the last day, at the hour of seven, I shall look for you at the foot of the statue in Hyde Park.” “I will be there,” replied Auriol.","On the evening of the last day, at the hour of seven, I shall look for you at the foot of the statue in Hyde Park.” « T will be there,” replied Auriol.",0.019867549668874173
784,"“That girl must be the next victim,” said the stranger, with a grim smile.","“ That girl must be the next victim,” said the stranger, with a grim smile.",0.013333333333333334
785,“Peace!” thundered Auriol.,“ Peace !” thundered Auriol.,0.07142857142857142
786,"“Nay, I need not remind you of the tenure by which you maintain your power,” rejoined the stranger.","“Nay, I need not remind you of the tenure by which you maintain your power,” rejoined the stranger.",0.0
787,"“But I will not trouble you further now.” And, wrapping his cloak more closely round him, he disappeared.","“ But I will not trouble you further now.” And, wrapping his cloak more closely round him, he disappeared.",0.009433962264150943
788,"“Fate has once more involved me in its net,” cried Auriol bitterly.","“ Fate has once more involved me in its net,” cried Auriol, bitterly.",0.028985507246376812
